Employee_ID,Name,Age,Gender,Country,City,Education,Job_Title,Department,Experience_Years,Salary_USD,Bonus_USD,Work_Hours_Per_Week,Remote_Work,Performance_Score,Joining_Year,Contract_Type
248,Employee_248,57,Female,India,Delhi,High School,Designer,Marketing,25,148623,7605,51,Yes,7,2015,Part-Time
249,Employee_249,59,Male,Canada,NY,PhD,Analyst,IT,16,67387,11251,40,Yes,2,2011,Full-Time
250,Employee_250,39,Female,Pakistan,NY,PhD,Analyst,HR,29,51575,17043,30,Yes,3,2013,Part-Time
251,Employee_251,54,Female,India,Karachi,PhD,Developer,Marketing,5,142260,13764,50,Yes,2,2023,Part-Time
252,Employee_252,44,Male,Pakistan,Karachi,Master,Designer,HR,22,138649,3986,36,No,5,2017,Part-Time
253,Employee_253,54,Male,UK,LA,Master,Developer,Finance,21,69643,1400,49,No,7,2017,Part-Time
254,Employee_254,44,Female,India,Delhi,PhD,Designer,HR,3,40100,11416,37,No,1,2015,Part-Time
255,Employee_255,48,Male,UK,Toronto,Master,Designer,IT,16,90356,4412,39,No,9,2019,Full-Time
256,Employee_256,37,Male,India,Delhi,Bachelor,Manager,HR,26,37856,17440,34,No,1,2015,Full-Time
257,Employee_257,37,Male,India,LA,Master,Manager,IT,8,68169,2875,38,Yes,1,2012,Part-Time
258,Employee_258,21,Female,UK,Karachi,Master,Developer,Finance,3,58804,5298,54,Yes,8,2008,Part-Time
259,Employee_259,54,Female,Canada,Delhi,PhD,Designer,IT,6,65790,4768,54,Yes,6,2008,Full-Time
260,Employee_260,35,Male,USA,Delhi,High School,Analyst,HR,22,60988,6752,30,No,6,2012,Contract
261,Employee_261,55,Female,Pakistan,Karachi,High School,Manager,Marketing,1,139979,13489,31,Yes,9,2003,Full-Time
262,Employee_262,52,Male,India,LA,High School,Analyst,Finance,16,106448,2353,48,No,4,2008,Contract
263,Employee_263,23,Female,Pakistan,Karachi,Bachelor,Developer,HR,23,68506,7597,43,Yes,8,2014,Part-Time
264,Employee_264,52,Male,UK,NY,Master,Manager,Finance,7,143430,15691,49,No,4,2013,Part-Time
265,Employee_265,33,Male,Pakistan,Toronto,High School,Manager,Finance,22,117904,5311,39,Yes,2,2018,Full-Time
266,Employee_266,40,Female,UK,Karachi,PhD,Designer,HR,29,97306,16307,38,Yes,8,2011,Part-Time
267,Employee_267,39,Male,Pakistan,LA,High School,Developer,HR,14,42305,11794,39,Yes,7,2020,Contract
268,Employee_268,27,Female,USA,London,High School,Designer,Marketing,14,39969,3934,58,Yes,4,2024,Contract
269,Employee_269,26,Female,USA,NY,Master,Manager,Finance,7,42404,17406,35,No,9,2005,Full-Time
270,Employee_270,22,Male,USA,London,Master,Developer,Finance,15,38989,11394,46,Yes,9,2002,Contract
271,Employee_271,36,Male,USA,Karachi,Master,Manager,HR,18,95305,18593,57,Yes,8,2024,Full-Time
272,Employee_272,52,Female,USA,NY,Bachelor,Developer,IT,10,65983,9940,54,Yes,1,2021,Full-Time
273,Employee_273,31,Male,USA,Toronto,Bachelor,Manager,HR,1,140284,18188,35,No,7,2019,Contract
274,Employee_274,41,Male,UK,Karachi,High School,Analyst,Finance,22,69462,9325,33,Yes,5,2015,Contract
275,Employee_275,41,Male,India,Toronto,Master,Analyst,HR,23,49360,11629,59,Yes,7,2019,Contract
276,Employee_276,49,Male,Pakistan,Delhi,High School,Designer,Marketing,16,115657,6141,49,Yes,9,2023,Contract
277,Employee_277,57,Male,USA,London,PhD,Analyst,IT,27,56287,4671,32,Yes,2,2022,Contract
278,Employee_278,57,Female,UK,NY,PhD,Manager,HR,25,95472,8292,52,Yes,4,2016,Contract
279,Employee_279,27,Female,UK,Toronto,Master,Manager,Marketing,15,145440,16438,48,No,4,2015,Contract
280,Employee_280,46,Male,UK,LA,Master,Analyst,Finance,24,138965,13231,47,No,2,2005,Part-Time
281,Employee_281,46,Male,India,Toronto,PhD,Designer,HR,14,91313,19482,55,No,3,2007,Full-Time
282,Employee_282,53,Male,Pakistan,LA,Master,Analyst,Finance,12,64160,15511,53,Yes,8,2018,Full-Time
283,Employee_283,40,Female,India,Karachi,Bachelor,Developer,Marketing,14,36789,12109,33,No,9,2024,Contract
284,Employee_284,49,Male,Canada,NY,Bachelor,Developer,Finance,26,57181,9444,37,Yes,6,2001,Full-Time
285,Employee_285,52,Female,UK,Toronto,Master,Developer,Marketing,3,44385,16605,46,Yes,2,2013,Contract
286,Employee_286,47,Female,Canada,Toronto,PhD,Analyst,Marketing,15,112597,14026,34,Yes,2,2021,Part-Time
287,Employee_287,52,Female,USA,NY,High School,Analyst,Marketing,29,95641,10321,42,Yes,7,2011,Full-Time
288,Employee_288,24,Male,USA,Toronto,Master,Analyst,HR,11,74247,6435,54,No,8,2016,Full-Time
289,Employee_289,38,Female,India,LA,Master,Developer,Finance,29,116673,9493,30,No,8,2014,Part-Time
290,Employee_290,23,Male,Pakistan,Toronto,High School,Designer,Finance,3,130250,7691,56,No,6,2017,Part-Time
291,Employee_291,54,Female,Canada,London,Master,Manager,IT,2,35544,3763,42,Yes,8,2015,Part-Time
292,Employee_292,36,Male,Pakistan,Karachi,High School,Analyst,IT,21,145783,4241,33,No,1,2012,Full-Time
293,Employee_293,47,Female,India,Delhi,PhD,Designer,IT,16,43275,4057,51,No,9,2020,Full-Time
294,Employee_294,49,Male,USA,LA,Bachelor,Manager,IT,21,135289,17934,55,Yes,1,2016,Part-Time
295,Employee_295,48,Female,Pakistan,London,PhD,Manager,Finance,17,93248,6574,53,No,3,2007,Part-Time
296,Employee_296,25,Male,Pakistan,Karachi,Bachelor,Manager,Marketing,24,64550,6411,43,Yes,9,2000,Part-Time
297,Employee_297,54,Male,USA,NY,High School,Designer,Marketing,17,83693,2587,32,No,5,2024,Part-Time
298,Employee_298,56,Male,Canada,LA,Bachelor,Designer,HR,22,49641,11014,34,No,9,2002,Part-Time
299,Employee_299,43,Male,USA,Delhi,PhD,Developer,Marketing,27,101749,6920,36,No,9,2015,Contract
300,Employee_300,48,Female,Pakistan,Karachi,Bachelor,Designer,Finance,16,110021,12688,30,Yes,6,2001,Part-Time
301,Employee_301,50,Female,Canada,Delhi,High School,Designer,Finance,11,45605,5409,52,No,1,2014,Contract
302,Employee_302,54,Male,Canada,NY,Bachelor,Designer,Finance,22,133173,6783,58,No,7,2000,Full-Time
303,Employee_303,52,Female,USA,NY,Master,Manager,HR,20,80713,1712,41,No,6,2008,Full-Time
304,Employee_304,40,Male,Pakistan,LA,PhD,Analyst,IT,23,50390,6406,40,No,9,2015,Contract
305,Employee_305,51,Male,India,Toronto,Master,Developer,Marketing,3,105403,13041,53,Yes,7,2003,Part-Time
306,Employee_306,42,Female,Pakistan,NY,High School,Analyst,Finance,11,88466,3433,37,Yes,4,2011,Full-Time
307,Employee_307,52,Male,UK,Karachi,Bachelor,Analyst,Finance,25,33981,4301,54,No,7,2000,Part-Time
308,Employee_308,22,Male,India,Toronto,Master,Designer,IT,22,39493,17654,35,No,2,2000,Part-Time
309,Employee_309,37,Female,Canada,London,Master,Developer,Finance,21,101218,12586,57,No,6,2006,Contract
310,Employee_310,44,Male,India,Delhi,Bachelor,Analyst,Marketing,20,101318,18463,51,Yes,6,2017,Full-Time
311,Employee_311,50,Male,Canada,Toronto,Bachelor,Analyst,HR,19,145631,6322,31,No,2,2022,Full-Time
312,Employee_312,22,Male,Canada,Delhi,PhD,Developer,Finance,14,149238,14932,48,No,4,2022,Contract
313,Employee_313,59,Male,India,Toronto,Master,Designer,Marketing,22,125335,6257,49,Yes,8,2014,Part-Time
314,Employee_314,43,Female,Canada,London,Master,Analyst,Finance,27,137441,14733,49,Yes,8,2024,Part-Time
315,Employee_315,51,Female,Canada,NY,High School,Manager,IT,15,46984,14368,53,Yes,8,2012,Full-Time
316,Employee_316,41,Female,UK,London,PhD,Analyst,Finance,4,141316,10777,43,No,8,2015,Contract
317,Employee_317,42,Male,Pakistan,NY,High School,Manager,Finance,20,52760,12249,30,Yes,1,2006,Contract
318,Employee_318,21,Male,Pakistan,NY,Master,Designer,HR,14,121529,13881,39,Yes,2,2015,Part-Time
319,Employee_319,46,Female,UK,Delhi,High School,Analyst,IT,16,31524,10587,45,No,4,2012,Part-Time
320,Employee_320,21,Male,India,Karachi,Master,Developer,IT,17,148454,9791,59,Yes,9,2013,Contract
321,Employee_321,45,Male,USA,London,Master,Developer,HR,4,79402,9705,33,No,3,2016,Full-Time
322,Employee_322,36,Male,USA,Toronto,High School,Analyst,Finance,12,121656,10258,56,No,6,2011,Part-Time
323,Employee_323,59,Male,USA,London,High School,Designer,Marketing,18,95614,8833,57,Yes,7,2023,Contract
324,Employee_324,52,Female,UK,Delhi,Bachelor,Designer,IT,29,65891,15245,58,No,8,2023,Contract
325,Employee_325,28,Female,UK,NY,Bachelor,Developer,IT,12,121009,16754,40,Yes,7,2019,Contract
326,Employee_326,58,Female,Canada,Delhi,Bachelor,Analyst,Finance,17,69832,10280,45,Yes,3,2012,Full-Time
327,Employee_327,48,Male,USA,LA,Master,Designer,Finance,13,75836,13577,56,Yes,6,2023,Part-Time
328,Employee_328,45,Female,India,LA,High School,Developer,IT,29,103953,3514,49,No,5,2019,Part-Time
329,Employee_329,54,Female,India,Toronto,PhD,Manager,Finance,3,43362,4969,30,Yes,4,2014,Part-Time
330,Employee_330,44,Male,USA,Delhi,Master,Analyst,Marketing,3,96745,5566,45,No,1,2023,Full-Time
331,Employee_331,43,Male,USA,Toronto,PhD,Manager,IT,19,67921,3196,48,No,7,2020,Part-Time
332,Employee_332,32,Female,USA,Toronto,High School,Manager,Marketing,19,100434,18173,50,No,8,2003,Part-Time
333,Employee_333,26,Female,UK,LA,Master,Designer,Marketing,18,48562,12345,51,Yes,2,2021,Part-Time
334,Employee_334,55,Female,UK,Toronto,PhD,Designer,Finance,12,94510,2309,38,No,7,2001,Part-Time
335,Employee_335,39,Female,UK,LA,PhD,Designer,Marketing,11,106407,1864,38,No,6,2017,Full-Time
336,Employee_336,20,Male,Pakistan,NY,Bachelor,Analyst,Finance,6,37610,13055,38,Yes,5,2001,Contract
337,Employee_337,27,Female,India,Delhi,Bachelor,Manager,HR,24,139381,6389,56,Yes,4,2024,Contract
338,Employee_338,35,Female,India,Toronto,Bachelor,Analyst,Finance,11,122918,12716,46,No,2,2014,Part-Time
339,Employee_339,33,Male,Canada,LA,Master,Designer,Marketing,20,45791,12978,41,No,6,2018,Part-Time
340,Employee_340,31,Female,UK,London,High School,Manager,HR,3,88047,4003,54,Yes,5,2014,Part-Time
341,Employee_341,42,Male,Pakistan,Toronto,High School,Analyst,Finance,26,130848,15174,42,No,2,2019,Full-Time
342,Employee_342,34,Male,Pakistan,Karachi,Bachelor,Analyst,Marketing,1,133826,14772,37,No,7,2009,Part-Time
343,Employee_343,47,Male,India,NY,Bachelor,Developer,IT,1,97906,18615,45,No,6,2023,Full-Time
344,Employee_344,53,Female,UK,NY,Bachelor,Analyst,IT,4,49665,8959,47,No,9,2019,Part-Time
345,Employee_345,21,Female,Canada,London,PhD,Designer,Finance,22,100246,12980,58,Yes,5,2010,Part-Time
346,Employee_346,51,Male,UK,LA,Bachelor,Analyst,Finance,9,95864,7581,56,No,9,2009,Contract
347,Employee_347,42,Female,USA,Toronto,PhD,Manager,IT,9,76451,17805,30,Yes,9,2022,Part-Time
348,Employee_348,41,Female,UK,LA,High School,Analyst,Marketing,8,133883,10965,30,No,1,2004,Full-Time
349,Employee_349,44,Male,USA,NY,Master,Developer,Marketing,12,116148,12760,41,Yes,5,2008,Contract
350,Employee_350,41,Male,USA,LA,Master,Manager,Marketing,6,75890,15922,35,No,9,2019,Full-Time
351,Employee_351,41,Female,Canada,NY,Master,Manager,Finance,4,36794,1946,38,Yes,7,2018,Contract
352,Employee_352,25,Male,India,LA,Master,Developer,HR,25,62888,19218,52,No,6,2012,Full-Time
353,Employee_353,34,Female,UK,London,PhD,Designer,HR,9,36749,2564,34,Yes,6,2017,Contract
354,Employee_354,56,Female,USA,Delhi,PhD,Manager,HR,9,76531,8332,56,No,7,2016,Full-Time
355,Employee_355,52,Female,UK,London,Bachelor,Designer,HR,5,145652,5944,45,No,1,2005,Full-Time
356,Employee_356,27,Female,India,London,PhD,Manager,HR,26,50608,17057,47,Yes,4,2009,Part-Time
357,Employee_357,24,Male,India,Delhi,Bachelor,Manager,Finance,27,110986,14877,46,Yes,1,2001,Contract
358,Employee_358,58,Male,Pakistan,Delhi,Bachelor,Designer,Finance,18,99211,11139,47,Yes,6,2023,Contract
359,Employee_359,23,Male,India,Toronto,Master,Manager,HR,20,113996,2308,30,Yes,4,2005,Part-Time
360,Employee_360,25,Male,Canada,Toronto,PhD,Designer,Finance,7,86017,17770,48,Yes,1,2020,Full-Time
361,Employee_361,51,Female,USA,London,PhD,Developer,Finance,0,133947,4258,51,No,9,2012,Full-Time
362,Employee_362,49,Female,Pakistan,London,Bachelor,Designer,HR,27,87676,5811,58,Yes,4,2017,Contract
363,Employee_363,54,Male,Canada,NY,Bachelor,Developer,Marketing,16,41560,7697,37,Yes,6,2006,Full-Time
364,Employee_364,59,Female,UK,NY,High School,Manager,Finance,6,84401,16775,32,No,7,2001,Contract
365,Employee_365,35,Female,USA,Toronto,High School,Designer,Marketing,13,80468,12039,55,Yes,8,2013,Contract
366,Employee_366,32,Female,India,Karachi,Bachelor,Manager,Finance,20,145884,2439,54,Yes,9,2004,Full-Time
367,Employee_367,49,Male,USA,Karachi,High School,Designer,Finance,29,62463,12634,55,Yes,9,2017,Full-Time
368,Employee_368,38,Male,UK,Toronto,High School,Developer,HR,20,61663,1055,34,No,8,2010,Full-Time
369,Employee_369,36,Male,Pakistan,NY,Bachelor,Developer,Finance,16,143687,1105,52,Yes,3,2009,Part-Time
370,Employee_370,38,Female,Pakistan,NY,Bachelor,Designer,IT,8,98706,4201,37,No,2,2010,Contract
371,Employee_371,47,Male,Pakistan,Karachi,PhD,Developer,IT,16,88773,16184,48,No,5,2001,Full-Time
372,Employee_372,45,Male,India,LA,Bachelor,Manager,HR,4,63123,1669,47,Yes,1,2014,Part-Time
373,Employee_373,56,Male,Canada,LA,Bachelor,Manager,Marketing,25,124346,13663,47,No,3,2006,Full-Time
374,Employee_374,45,Male,Canada,NY,Master,Analyst,Marketing,24,39718,1966,50,Yes,1,2008,Contract
375,Employee_375,42,Male,USA,LA,PhD,Developer,Marketing,29,92637,17691,30,Yes,3,2004,Part-Time
376,Employee_376,28,Male,India,Delhi,PhD,Manager,IT,19,30028,19522,44,Yes,4,2006,Contract
377,Employee_377,31,Female,Pakistan,Toronto,PhD,Designer,Marketing,28,92370,12656,47,Yes,7,2019,Full-Time
378,Employee_378,20,Female,Pakistan,Toronto,Master,Developer,Marketing,7,77599,16893,58,Yes,5,2001,Full-Time
379,Employee_379,20,Male,UK,NY,Bachelor,Manager,HR,5,47397,14089,54,No,5,2002,Full-Time
380,Employee_380,53,Male,UK,London,PhD,Developer,Marketing,10,139198,17493,36,No,1,2001,Part-Time
381,Employee_381,51,Female,Pakistan,Karachi,PhD,Designer,IT,18,137323,4632,45,No,8,2020,Part-Time
382,Employee_382,44,Female,Pakistan,NY,High School,Manager,IT,3,75406,6684,45,No,4,2021,Part-Time
383,Employee_383,59,Male,India,LA,PhD,Analyst,IT,17,77657,14266,44,Yes,5,2022,Part-Time
384,Employee_384,20,Male,Canada,Karachi,Bachelor,Analyst,HR,0,97560,19299,35,Yes,2,2018,Full-Time
385,Employee_385,35,Male,UK,London,Bachelor,Developer,HR,12,134143,17940,38,No,1,2003,Full-Time
386,Employee_386,58,Male,Canada,LA,High School,Designer,Finance,13,43503,1104,36,Yes,9,2023,Full-Time
387,Employee_387,24,Female,India,Delhi,PhD,Manager,Marketing,23,84943,3047,43,No,2,2019,Part-Time
388,Employee_388,41,Male,Pakistan,LA,PhD,Designer,HR,0,105839,17529,40,No,6,2006,Part-Time
389,Employee_389,48,Male,Canada,Delhi,PhD,Manager,IT,29,112674,18257,50,No,1,2021,Full-Time
390,Employee_390,22,Male,Pakistan,Karachi,Master,Developer,IT,28,55345,17682,45,No,1,2006,Full-Time
391,Employee_391,31,Male,Pakistan,Delhi,PhD,Manager,HR,10,148423,9837,54,Yes,9,2016,Part-Time
392,Employee_392,45,Female,USA,Karachi,Bachelor,Designer,HR,16,80390,16407,35,Yes,4,2018,Contract
393,Employee_393,35,Female,Canada,Karachi,Bachelor,Designer,HR,3,125041,7382,51,No,9,2021,Full-Time
394,Employee_394,56,Female,Canada,Karachi,Master,Developer,Finance,25,89557,19895,56,No,5,2015,Full-Time
395,Employee_395,41,Male,Pakistan,Karachi,Master,Designer,IT,11,95054,1783,45,No,7,2002,Full-Time
396,Employee_396,48,Male,India,Karachi,PhD,Manager,Finance,9,31906,1370,49,No,1,2014,Part-Time
397,Employee_397,33,Female,USA,LA,High School,Developer,Finance,5,70167,16908,58,No,6,2013,Full-Time
398,Employee_398,47,Male,Pakistan,Karachi,Master,Manager,Marketing,24,37961,1486,45,Yes,8,2014,Full-Time
399,Employee_399,24,Male,UK,LA,Master,Designer,IT,0,56140,15500,41,No,1,2013,Full-Time
400,Employee_400,49,Female,UK,Karachi,PhD,Developer,IT,6,149289,4196,46,No,9,2006,Full-Time
401,Employee_401,24,Female,USA,Delhi,PhD,Manager,HR,25,88701,10552,34,Yes,3,2024,Full-Time
402,Employee_402,31,Female,India,Karachi,Master,Designer,HR,26,107567,3261,56,Yes,1,2002,Contract
403,Employee_403,35,Female,Pakistan,London,High School,Designer,Marketing,20,110664,11813,54,Yes,1,2016,Contract
404,Employee_404,45,Male,Canada,Karachi,Master,Analyst,Finance,27,111199,10148,42,Yes,6,2009,Full-Time
405,Employee_405,45,Male,USA,Karachi,PhD,Designer,HR,15,129764,9572,37,Yes,6,2014,Full-Time
406,Employee_406,40,Female,India,Delhi,PhD,Manager,HR,23,111218,16008,53,Yes,1,2005,Full-Time
407,Employee_407,58,Male,Canada,Toronto,Master,Developer,IT,13,110729,14085,34,Yes,3,2016,Full-Time
408,Employee_408,55,Female,UK,Delhi,High School,Analyst,IT,22,58561,17622,41,Yes,7,2016,Part-Time
409,Employee_409,52,Female,UK,London,Master,Designer,HR,19,80568,7843,38,Yes,3,2013,Part-Time
410,Employee_410,49,Male,Canada,Toronto,Master,Designer,IT,19,139349,2105,32,No,3,2023,Part-Time
411,Employee_411,56,Female,USA,NY,PhD,Designer,Marketing,5,103302,18770,32,Yes,3,2024,Contract
412,Employee_412,42,Male,UK,NY,High School,Manager,HR,21,125380,11441,30,No,7,2017,Full-Time
413,Employee_413,29,Male,Pakistan,London,Bachelor,Analyst,IT,24,124968,10719,54,No,4,2024,Part-Time
414,Employee_414,24,Male,Canada,Delhi,High School,Manager,Marketing,27,59504,19051,51,No,4,2004,Full-Time
415,Employee_415,55,Male,Canada,LA,Master,Analyst,IT,4,146116,3691,47,No,3,2007,Full-Time
416,Employee_416,53,Female,UK,London,Master,Developer,IT,23,67146,12864,53,No,9,2006,Contract
417,Employee_417,50,Male,USA,Toronto,Master,Manager,IT,20,70297,2996,41,No,2,2022,Contract
418,Employee_418,29,Female,Pakistan,Toronto,High School,Manager,HR,17,116394,2425,38,No,4,2003,Part-Time
419,Employee_419,38,Female,USA,Karachi,PhD,Developer,Finance,14,98607,17378,38,No,8,2017,Part-Time
420,Employee_420,51,Female,India,NY,Master,Analyst,IT,5,46939,7849,47,Yes,6,2004,Contract
421,Employee_421,20,Female,India,Toronto,Master,Designer,Marketing,24,120467,4247,47,No,7,2015,Contract
422,Employee_422,24,Male,UK,London,High School,Developer,HR,28,80715,19976,58,No,7,2013,Full-Time
423,Employee_423,23,Male,UK,Toronto,Bachelor,Designer,HR,18,74460,2490,36,No,2,2018,Full-Time
424,Employee_424,35,Female,UK,London,Bachelor,Designer,Marketing,0,96576,18608,56,No,4,2013,Part-Time
425,Employee_425,43,Female,India,LA,PhD,Developer,IT,0,98222,19971,33,Yes,6,2008,Part-Time
426,Employee_426,35,Male,USA,Karachi,PhD,Analyst,Finance,12,42666,15310,42,No,3,2005,Contract
427,Employee_427,21,Female,USA,NY,Master,Designer,IT,2,92119,18216,46,Yes,9,2016,Part-Time
428,Employee_428,47,Male,UK,Toronto,High School,Developer,Marketing,9,65321,16401,53,Yes,4,2018,Full-Time
429,Employee_429,51,Female,Pakistan,London,Master,Manager,HR,20,31779,13884,31,No,2,2011,Contract
430,Employee_430,46,Male,USA,Delhi,PhD,Manager,Finance,2,43186,19824,43,No,6,2003,Full-Time
431,Employee_431,39,Female,India,NY,High School,Manager,HR,8,46459,5795,32,Yes,1,2015,Contract
432,Employee_432,43,Female,Canada,LA,High School,Developer,Marketing,7,116246,2646,34,No,6,2024,Contract
433,Employee_433,31,Male,Canada,London,PhD,Manager,IT,2,117755,17142,43,No,1,2010,Full-Time
434,Employee_434,54,Female,Canada,Karachi,Bachelor,Designer,Finance,24,35057,15306,32,Yes,8,2021,Part-Time
435,Employee_435,52,Female,Pakistan,Karachi,Bachelor,Manager,HR,12,90663,17824,52,Yes,5,2003,Part-Time
436,Employee_436,52,Male,UK,LA,High School,Manager,HR,5,48733,6956,36,No,6,2016,Part-Time
437,Employee_437,56,Female,India,LA,Master,Designer,HR,12,49157,14928,59,No,2,2007,Part-Time
438,Employee_438,31,Male,Pakistan,Karachi,Bachelor,Manager,IT,22,65030,10721,47,No,2,2013,Full-Time
439,Employee_439,22,Male,India,Toronto,Master,Designer,Finance,19,49613,12157,42,Yes,9,2001,Contract
440,Employee_440,20,Female,India,Toronto,Bachelor,Manager,IT,19,138612,3367,58,No,3,2010,Full-Time
441,Employee_441,52,Female,UK,London,Bachelor,Designer,IT,11,145080,7696,52,Yes,6,2010,Part-Time
442,Employee_442,59,Female,Canada,Delhi,Master,Manager,IT,12,113028,6190,56,Yes,5,2023,Part-Time
443,Employee_443,29,Female,UK,London,PhD,Designer,Marketing,1,116282,5663,51,No,4,2021,Full-Time
444,Employee_444,48,Female,Pakistan,Delhi,Bachelor,Developer,Marketing,20,35188,8062,39,Yes,2,2023,Contract
445,Employee_445,32,Female,Pakistan,LA,Bachelor,Designer,Marketing,23,137106,5331,54,No,8,2005,Full-Time
446,Employee_446,31,Female,Pakistan,NY,Master,Manager,Finance,22,59680,12880,42,No,7,2020,Full-Time
447,Employee_447,50,Male,UK,London,PhD,Manager,IT,15,133361,17246,45,Yes,2,2020,Full-Time
448,Employee_448,21,Female,India,London,Bachelor,Analyst,IT,22,90119,4262,38,No,6,2013,Contract
449,Employee_449,54,Male,India,Delhi,Bachelor,Designer,Marketing,5,132302,14320,31,Yes,8,2009,Full-Time
450,Employee_450,42,Female,USA,LA,PhD,Developer,IT,18,104400,19491,52,Yes,7,2007,Full-Time
451,Employee_451,36,Female,Pakistan,LA,Bachelor,Designer,IT,20,85718,8036,34,No,1,2006,Part-Time
452,Employee_452,45,Male,India,Delhi,PhD,Designer,HR,12,66445,5677,58,No,5,2007,Full-Time
453,Employee_453,27,Female,USA,LA,PhD,Developer,IT,16,35796,8972,51,No,2,2007,Part-Time
454,Employee_454,48,Female,India,Karachi,Master,Designer,HR,22,77218,16329,46,No,6,2022,Part-Time
455,Employee_455,45,Male,Pakistan,Toronto,High School,Developer,IT,8,69131,5264,52,Yes,7,2001,Part-Time
456,Employee_456,29,Female,Canada,Karachi,PhD,Developer,Finance,16,38123,4133,51,Yes,7,2015,Contract
457,Employee_457,45,Female,Pakistan,NY,Master,Designer,Marketing,28,38222,12612,33,Yes,3,2008,Part-Time
458,Employee_458,53,Female,UK,London,High School,Designer,HR,1,54074,18849,46,No,7,2012,Full-Time
459,Employee_459,26,Male,India,NY,Bachelor,Manager,Marketing,18,141958,19595,38,Yes,5,2022,Full-Time
460,Employee_460,23,Female,India,London,High School,Manager,HR,18,146088,15158,49,Yes,8,2011,Part-Time
461,Employee_461,30,Female,UK,Toronto,PhD,Analyst,HR,23,59825,10735,31,No,8,2021,Part-Time
462,Employee_462,48,Female,UK,LA,PhD,Analyst,HR,6,66839,2689,53,No,7,2024,Full-Time
463,Employee_463,55,Female,Canada,Karachi,PhD,Designer,Finance,21,137112,10763,47,No,6,2016,Part-Time
464,Employee_464,44,Male,India,Delhi,PhD,Developer,IT,9,98322,8727,50,Yes,2,2001,Contract
465,Employee_465,40,Male,India,Karachi,PhD,Analyst,HR,9,86321,8764,56,No,6,2012,Part-Time
466,Employee_466,55,Female,Canada,Toronto,Master,Designer,Finance,26,129174,14003,51,Yes,9,2000,Contract
467,Employee_467,29,Female,USA,NY,PhD,Analyst,HR,19,132500,1818,40,Yes,2,2018,Contract
468,Employee_468,56,Male,Canada,Delhi,Master,Developer,IT,8,140100,15439,42,Yes,1,2010,Contract
469,Employee_469,28,Male,Pakistan,LA,Bachelor,Designer,HR,16,55988,16077,37,Yes,5,2004,Part-Time
470,Employee_470,43,Female,India,Toronto,PhD,Developer,Finance,26,65507,5521,56,Yes,6,2000,Contract
471,Employee_471,54,Male,UK,Delhi,PhD,Designer,IT,14,129244,2124,30,No,3,2019,Contract
472,Employee_472,54,Female,Pakistan,Toronto,High School,Analyst,Finance,1,128644,6660,46,Yes,8,2012,Part-Time
473,Employee_473,55,Male,India,Toronto,Bachelor,Manager,IT,29,125251,6641,41,No,7,2007,Contract
474,Employee_474,37,Male,Canada,LA,PhD,Analyst,IT,3,53806,18513,33,Yes,2,2005,Part-Time
475,Employee_475,58,Male,Pakistan,London,PhD,Analyst,Marketing,18,66901,2702,50,Yes,7,2016,Full-Time
476,Employee_476,51,Male,India,Delhi,Bachelor,Manager,Marketing,16,47043,19385,42,No,1,2011,Contract
477,Employee_477,43,Female,USA,LA,Master,Manager,Marketing,4,105761,12139,58,Yes,9,2000,Part-Time
478,Employee_478,42,Male,USA,Toronto,PhD,Designer,IT,6,39752,16702,38,Yes,7,2002,Full-Time
479,Employee_479,51,Male,UK,LA,High School,Designer,HR,17,98993,7523,56,No,6,2013,Contract
480,Employee_480,56,Female,India,London,PhD,Developer,Finance,20,72616,13397,59,No,2,2007,Contract
481,Employee_481,31,Male,USA,Karachi,High School,Developer,Finance,21,82127,9111,36,Yes,3,2010,Part-Time
482,Employee_482,32,Male,Canada,Delhi,High School,Analyst,Finance,26,104777,3401,52,Yes,1,2013,Full-Time
483,Employee_483,42,Female,India,London,PhD,Manager,Marketing,6,30453,10481,53,Yes,5,2007,Part-Time
484,Employee_484,44,Male,Canada,NY,PhD,Developer,IT,16,105432,11067,34,No,9,2002,Contract
485,Employee_485,54,Female,Canada,Delhi,High School,Analyst,Marketing,6,117362,14376,34,Yes,6,2006,Contract
486,Employee_486,49,Female,USA,London,Bachelor,Manager,HR,3,40976,14824,46,No,5,2018,Contract
487,Employee_487,36,Female,India,Toronto,Bachelor,Designer,IT,7,144176,14444,59,No,3,2003,Contract
488,Employee_488,39,Female,Pakistan,Delhi,PhD,Analyst,Finance,12,129122,13879,38,Yes,5,2024,Full-Time
489,Employee_489,44,Male,USA,Delhi,Master,Designer,Marketing,3,100404,17112,35,No,8,2015,Full-Time
490,Employee_490,41,Female,USA,LA,Bachelor,Developer,Marketing,5,111932,1539,54,Yes,2,2012,Part-Time
491,Employee_491,32,Male,India,Toronto,PhD,Developer,HR,24,127170,11974,48,Yes,5,2019,Part-Time
492,Employee_492,38,Male,India,NY,Bachelor,Manager,HR,4,107707,14846,45,No,6,2018,Part-Time
493,Employee_493,55,Male,Canada,Karachi,Master,Analyst,Marketing,29,119647,6615,50,No,8,2004,Contract
494,Employee_494,31,Male,India,London,PhD,Designer,HR,11,63688,17016,31,No,8,2022,Part-Time
495,Employee_495,38,Male,Canada,LA,Master,Manager,Finance,3,116840,3956,39,No,5,2004,Full-Time
496,Employee_496,31,Male,USA,London,PhD,Developer,HR,23,147106,9077,45,No,9,2019,Part-Time
